YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2018,9,27,4.1,7.33,0.4,378.54,81.63,139.27,11.73,0.37,1.89
2018,9,28,4.96,7.41,0.48,378.95,97.81,141.44,13.78,0.43,2.25
2018,9,29,5.55,7.46,0.54,385.28,108.93,142.41,15.17,0.47,2.48
2018,9,30,5.24,7.37,0.51,365.34,101.14,139.1,14.14,0.44,2.27
2018,10,1,5.46,7.37,0.53,367.73,106.74,140.26,14.84,0.45,2.3
2018,10,2,4.83,7.33,0.47,380.9,96.7,141.37,13.68,0.41,2.1
2018,10,3,4.21,7.42,0.41,375.26,84.77,141.49,12.25,0.38,1.96
2018,10,4,5.22,7.37,0.51,374.66,102.42,140.02,14.41,0.45,2.37
2018,10,5,5.03,7.12,0.49,378.18,98.4,134.29,13.62,0.43,2.23
2018,10,6,5.0,7.19,0.48,370.35,97.98,135.81,13.62,0.43,2.23
2018,10,7,4.4,7.2,0.43,379.85,86.65,136.7,12.26,0.38,1.93
2018,10,8,3.57,7.32,0.35,373.13,72.71,140.17,10.77,0.34,1.73
2018,10,9,4.09,7.55,0.4,363.75,80.49,141.52,11.84,0.38,1.96
2018,10,10,4.58,7.31,0.45,374.85,90.73,139.56,12.86,0.4,2.07
2018,10,11,4.8,7.26,0.47,365.43,94.49,138.82,13.33,0.41,2.12
2018,10,12,4.72,7.33,0.46,360.12,91.18,137.66,12.85,0.4,2.04
2018,10,13,5.87,7.5,0.58,352.15,111.65,140.1,15.45,0.47,2.45
2018,10,14,5.87,7.47,0.58,359.01,112.84,141.37,15.55,0.47,2.41
2018,10,15,4.82,7.36,0.48,382.66,93.59,140.97,13.21,0.41,2.09
2018,10,16,4.03,7.4,0.4,375.19,79.56,141.21,11.67,0.37,1.88
2018,10,17,4.38,7.31,0.43,376.77,85.95,138.8,12.28,0.38,1.96
2018,10,18,4.43,7.13,0.44,391.19,88.15,137.66,12.48,0.38,1.96
2018,10,19,4.7,7.08,0.46,369.23,90.11,133.55,12.52,0.38,1.96
2018,10,20,3.58,7.14,0.35,373.91,70.27,136.0,10.1,0.32,1.62
2018,10,21,3.41,7.15,0.34,373.91,66.23,135.9,9.7,0.3,1.52
2018,10,22,4.54,7.24,0.45,370.51,88.21,137.39,12.63,0.39,2.0
2018,10,23,4.46,7.26,0.45,371.77,86.48,137.34,12.41,0.38,1.96
2018,10,24,3.76,7.24,0.38,377.5,73.45,137.16,10.65,0.33,1.69
2018,10,25,4.2,7.55,0.41,360.33,79.99,141.59,11.88,0.38,1.91
2018,10,26,4.12,7.24,0.41,380.83,80.82,138.41,11.7,0.37,1.88
2018,10,27,4.06,7.11,0.41,382.69,80.01,136.77,11.58,0.35,1.8
2018,10,28,4.73,7.23,0.48,365.73,91.8,137.52,12.96,0.39,1.99
2018,10,29,3.93,7.11,0.39,378.39,76.52,135.94,11.12,0.34,1.74
2018,10,30,4.48,7.02,0.45,380.67,87.26,133.38,12.3,0.38,1.9
2018,10,31,4.92,7.15,0.49,388.51,95.09,136.29,13.3,0.39,2.01
2018,11,1,3.6,7.06,0.36,378.8,69.79,134.43,10.19,0.32,1.6
2018,11,2,4.1,6.93,0.41,375.29,79.48,131.15,11.38,0.35,1.77
2018,11,3,4.15,6.98,0.42,388.34,81.87,134.04,11.78,0.36,1.82
2018,11,4,3.92,7.13,0.4,377.0,76.26,135.48,11.22,0.35,1.81
2018,11,5,4.45,6.95,0.45,375.6,85.95,131.52,12.24,0.38,1.91
2018,11,6,5.37,7.05,0.55,364.5,103.6,133.77,14.2,0.43,2.21
2018,11,7,4.7,6.95,0.48,370.34,91.16,132.12,12.73,0.38,1.98
2018,11,8,4.11,6.88,0.42,380.2,79.24,129.8,11.28,0.34,1.76
2018,11,9,3.14,6.99,0.32,380.4,60.91,133.52,9.1,0.29,1.46
2018,11,10,4.32,7.25,0.44,359.43,82.17,135.38,12.01,0.38,1.98
2018,11,11,3.69,7.08,0.38,380.57,71.45,136.32,10.62,0.34,1.72
2018,11,12,3.25,6.98,0.34,375.62,64.54,134.77,9.64,0.3,1.53
2018,11,13,3.53,6.88,0.36,367.45,68.52,130.48,10.07,0.31,1.6
2018,11,14,3.57,6.77,0.37,380.41,68.91,128.38,9.93,0.3,1.55
2018,11,15,4.82,6.78,0.49,377.61,93.41,128.73,12.84,0.4,2.07
2018,11,16,4.35,6.8,0.45,385.81,84.26,129.94,12.04,0.38,1.94
2018,11,17,3.69,6.94,0.38,381.15,71.73,132.92,10.56,0.33,1.7
2018,11,18,4.18,6.88,0.43,376.59,82.38,132.49,11.62,0.36,1.86
2018,11,19,4.26,6.76,0.44,388.86,84.15,130.89,12.02,0.38,1.95
2018,11,20,4.3,6.75,0.45,379.59,83.39,128.9,11.79,0.37,1.92
2018,11,21,3.23,6.84,0.34,375.62,61.78,130.89,9.29,0.3,1.52
2018,11,22,4.61,6.86,0.48,375.9,89.84,131.38,12.5,0.38,1.96
2018,11,23,3.82,6.9,0.4,382.73,74.62,131.94,10.85,0.34,1.73
2018,11,24,4.12,6.92,0.43,382.7,80.2,132.38,11.6,0.37,1.91
2018,11,25,4.66,6.82,0.48,377.1,89.7,130.66,12.7,0.4,2.02
2018,11,26,2.82,7.15,0.3,361.26,54.16,135.74,8.43,0.29,1.47
2018,11,27,3.67,6.95,0.38,369.41,70.26,133.38,10.44,0.34,1.73
2018,11,28,4.41,6.75,0.46,367.91,84.3,129.34,12.07,0.38,1.92
2018,11,29,3.8,6.77,0.4,365.75,73.2,128.09,10.47,0.33,1.68
2018,11,30,3.44,6.73,0.36,378.35,65.97,128.23,9.68,0.31,1.6
2018,12,1,4.4,6.67,0.46,381.03,84.45,126.31,11.95,0.38,1.93
2018,12,2,3.95,6.87,0.41,380.87,76.88,130.78,10.91,0.34,1.74
2018,12,3,4.74,6.8,0.5,373.03,90.71,128.77,12.67,0.4,2.07
2018,12,4,3.96,6.75,0.41,375.71,76.41,127.9,10.95,0.34,1.78
2018,12,5,3.89,6.69,0.41,389.52,76.28,128.85,10.94,0.34,1.77
2018,12,6,4.79,6.87,0.51,369.45,93.06,131.43,12.99,0.4,2.09
2018,12,7,3.69,6.74,0.39,378.5,71.88,128.53,10.41,0.33,1.67
2018,12,8,4.36,6.72,0.46,369.57,84.3,127.23,11.77,0.35,1.82
2018,12,9,5.07,6.64,0.54,360.05,97.13,125.9,13.16,0.39,2.03
2018,12,10,4.46,6.68,0.47,368.85,86.03,126.38,11.97,0.37,1.91
2018,12,11,4.04,6.67,0.43,374.08,77.76,127.59,11.24,0.34,1.78
2018,12,12,4.29,6.84,0.45,362.71,81.15,127.34,11.75,0.38,1.93
2018,12,13,3.61,6.51,0.38,376.63,68.78,122.77,9.88,0.3,1.53
2018,12,14,3.38,6.63,0.36,374.23,67.66,127.83,9.86,0.3,1.57
2018,12,15,4.76,6.75,0.51,354.45,92.69,128.73,12.94,0.39,2.05
2018,12,16,5.2,6.92,0.55,358.48,100.66,131.25,13.86,0.42,2.18
2018,12,17,4.94,6.8,0.52,367.68,96.04,129.9,13.34,0.41,2.1
2018,12,18,4.49,6.58,0.48,381.95,87.71,125.75,12.09,0.37,1.89
2018,12,19,4.29,6.64,0.45,374.96,83.66,126.34,11.66,0.35,1.81
2018,12,20,3.86,6.77,0.41,374.0,76.2,129.8,10.92,0.34,1.73
2018,12,21,3.92,6.66,0.41,387.87,79.26,130.35,11.19,0.33,1.67
2018,12,22,3.78,6.71,0.4,368.77,72.35,128.22,10.41,0.33,1.69
2018,12,23,5.0,6.82,0.53,361.46,94.88,128.49,13.1,0.39,2.01
2018,12,24,3.99,6.76,0.42,379.48,76.48,128.8,10.9,0.33,1.68
2018,12,25,4.46,6.78,0.47,376.12,86.02,129.44,12.07,0.37,1.91
2018,12,26,4.75,6.73,0.5,367.93,91.0,127.91,12.6,0.38,1.97
2018,12,27,4.31,6.73,0.45,374.2,83.13,128.77,11.72,0.35,1.83
2018,12,28,5.19,7.09,0.55,349.06,97.56,131.8,13.7,0.42,2.17
2018,12,29,5.19,6.86,0.55,365.69,99.07,130.68,13.59,0.4,2.05
2018,12,30,4.89,6.78,0.52,370.2,94.35,130.05,13.09,0.38,1.97
2018,12,31,5.54,6.93,0.59,346.66,105.76,131.66,14.41,0.42,2.16
2019,1,1,5.77,6.98,0.61,360.79,110.44,133.61,14.99,0.45,2.32
2019,1,2,5.91,6.9,0.62,369.68,113.34,132.29,15.3,0.45,2.34
2019,1,3,5.01,6.82,0.52,377.75,96.39,130.46,13.25,0.41,2.12
2019,1,4,5.78,6.86,0.61,365.2,110.28,130.97,14.95,0.45,2.35
2019,1,5,4.63,6.81,0.48,369.08,90.09,130.97,12.55,0.39,2.02
2019,1,6,3.58,6.63,0.38,384.56,70.55,129.2,10.14,0.32,1.66
2019,1,7,2.42,6.56,0.26,377.25,47.63,124.28,6.94,0.21,1.06
2019,1,8,4.45,6.76,0.47,369.47,85.66,128.02,11.93,0.36,1.86
2019,1,9,3.64,6.75,0.38,377.59,70.86,128.4,10.23,0.32,1.67
2019,1,10,4.1,6.79,0.43,370.87,79.4,128.96,11.16,0.34,1.77
2019,1,11,4.96,6.83,0.52,357.76,94.78,129.34,13.02,0.4,2.05
2019,1,12,4.47,6.75,0.47,364.95,85.79,127.62,11.8,0.36,1.85
2019,1,13,3.53,6.55,0.37,375.91,68.66,123.14,9.77,0.3,1.59
2019,1,14,3.7,6.79,0.38,380.05,71.91,129.38,10.3,0.33,1.69
2019,1,15,4.66,6.69,0.48,375.75,90.37,128.13,12.28,0.38,1.93
2019,1,16,3.6,6.86,0.38,360.42,69.59,130.45,10.11,0.32,1.65
2019,1,17,4.67,6.93,0.48,360.03,90.52,132.58,12.6,0.4,2.07
2019,1,18,3.35,6.85,0.34,379.12,64.18,129.39,9.25,0.29,1.47
2019,1,19,4.01,6.83,0.41,391.02,77.38,129.89,10.88,0.34,1.74
2019,1,20,3.43,6.87,0.35,385.86,65.3,129.56,9.48,0.31,1.59
2019,1,21,4.25,6.92,0.44,379.92,81.52,131.24,11.45,0.37,1.91
2019,1,22,4.85,6.72,0.5,387.64,94.99,130.34,12.78,0.38,1.99
2019,1,23,4.99,7.02,0.51,369.59,95.55,133.52,13.08,0.41,2.14
2019,1,24,4.9,6.91,0.5,370.41,94.23,131.38,12.88,0.41,2.12
2019,1,25,4.59,6.9,0.47,377.1,89.2,131.23,12.27,0.38,1.98
2019,1,26,5.01,6.99,0.51,369.34,95.41,132.9,13.05,0.41,2.18
2019,1,27,4.53,7.01,0.46,374.2,87.86,133.14,12.23,0.39,2.03
2019,1,28,2.0,6.79,0.2,380.19,38.89,128.33,5.67,0.17,0.91
2019,1,29,4.36,6.83,0.45,378.92,83.01,129.11,11.71,0.39,2.02
2019,1,30,3.53,6.86,0.36,379.81,68.73,129.79,9.8,0.32,1.68
2019,1,31,3.75,6.93,0.38,385.02,73.72,132.17,10.54,0.34,1.79
2019,2,1,2.75,7.05,0.27,365.52,53.84,133.85,8.06,0.27,1.38
2019,2,2,4.55,6.98,0.46,371.38,87.06,132.0,12.26,0.41,2.15
2019,2,3,4.76,6.95,0.48,377.09,89.61,130.55,12.41,0.4,2.11
2019,2,4,3.24,6.75,0.33,388.1,63.07,126.66,8.98,0.3,1.52
2019,2,5,3.69,6.68,0.37,378.01,71.18,125.03,9.77,0.32,1.65
2019,2,6,3.84,6.77,0.38,381.41,74.55,127.88,10.35,0.34,1.82
2019,2,7,3.53,6.77,0.35,394.68,70.35,130.45,9.91,0.31,1.63
2019,2,8,3.57,6.94,0.35,384.25,69.03,130.8,9.81,0.31,1.6
2019,2,9,3.33,6.98,0.33,380.36,65.27,132.59,9.38,0.3,1.57
2019,2,10,3.9,7.01,0.39,380.59,74.93,132.03,10.63,0.34,1.74
2019,2,11,4.18,7.06,0.41,384.85,79.96,133.59,11.28,0.36,1.86
2019,2,12,3.71,7.15,0.37,382.45,70.96,135.49,10.38,0.34,1.72
2019,2,13,4.66,7.13,0.46,380.34,89.27,135.52,12.39,0.4,2.09
2019,2,14,5.0,7.06,0.49,372.84,96.67,134.34,13.28,0.42,2.22
2019,2,15,4.75,7.1,0.47,374.43,91.76,135.23,12.55,0.4,2.13
2019,2,16,4.56,7.17,0.45,379.38,88.64,136.77,12.42,0.41,2.12
2019,2,17,4.14,7.15,0.41,371.98,80.52,134.5,11.38,0.38,2.02
2019,2,18,4.42,7.09,0.43,375.45,84.77,133.84,11.87,0.38,1.99
2019,2,19,2.73,6.97,0.27,385.29,53.74,131.93,7.95,0.27,1.42
2019,2,20,4.24,7.2,0.41,389.91,82.65,137.44,11.74,0.38,2.0
2019,2,21,4.6,7.23,0.45,377.31,88.59,136.84,12.55,0.42,2.21
2019,2,22,5.11,7.22,0.5,373.07,97.27,137.01,13.41,0.42,2.23
2019,2,23,4.21,6.96,0.41,395.22,83.05,134.55,11.63,0.37,1.9
2019,2,24,4.11,7.07,0.4,380.91,80.36,133.31,11.36,0.38,1.91
2019,2,25,4.95,7.18,0.48,375.04,95.62,136.02,13.38,0.43,2.25
2019,2,26,4.09,7.22,0.4,378.56,78.69,135.99,11.23,0.36,1.86
2019,2,27,4.46,7.22,0.43,382.17,86.36,136.2,12.2,0.39,1.99
2019,2,28,5.17,7.08,0.5,376.58,99.25,133.0,13.52,0.44,2.3
2019,3,1,4.23,7.07,0.41,370.59,80.22,132.84,11.2,0.39,2.04
2019,3,2,4.62,7.16,0.45,373.79,90.26,134.85,12.55,0.41,2.15
2019,3,3,4.29,6.98,0.41,375.1,82.21,130.68,11.29,0.38,1.95
2019,3,4,4.02,6.77,0.39,381.26,77.82,126.78,10.41,0.34,1.76
2019,3,5,4.34,6.9,0.41,366.6,83.46,129.29,11.35,0.38,1.94
2019,3,6,4.15,6.97,0.4,372.77,79.72,130.81,10.98,0.36,1.88
2019,3,7,4.16,7.24,0.4,379.45,80.39,137.33,11.38,0.38,1.93
2019,3,8,4.29,7.17,0.41,390.12,84.36,135.76,11.65,0.38,1.98
2019,3,9,4.38,7.22,0.42,391.51,85.36,136.6,11.89,0.38,2.01
2019,3,10,3.15,7.03,0.3,383.34,61.54,132.81,8.62,0.28,1.45
2019,3,11,4.35,6.82,0.41,400.48,87.49,131.73,11.88,0.38,1.95
2019,3,12,2.78,7.31,0.27,381.81,55.3,139.55,8.04,0.26,1.35
2019,3,13,4.39,7.22,0.42,377.02,86.55,137.35,12.08,0.38,2.0
2019,3,14,3.02,7.15,0.29,376.77,59.41,134.85,8.38,0.28,1.44
2019,3,15,4.62,7.11,0.45,370.66,88.77,133.56,12.15,0.4,2.07
2019,3,16,4.8,7.31,0.46,379.28,94.02,138.75,12.92,0.41,2.18
2019,3,17,3.79,7.29,0.36,382.05,74.62,138.94,10.69,0.36,1.88
2019,3,18,3.74,7.42,0.36,366.08,73.18,138.34,10.47,0.35,1.88
2019,3,19,1.97,7.32,0.19,376.67,40.27,138.8,6.07,0.2,1.02
2019,3,20,4.91,7.18,0.47,379.71,97.0,136.88,13.35,0.43,2.24
2019,3,21,3.71,7.15,0.35,369.09,74.3,135.34,10.41,0.34,1.74
2019,3,22,2.93,7.03,0.28,377.21,57.71,132.13,8.1,0.26,1.35
2019,3,23,4.1,6.9,0.39,386.65,79.59,129.47,10.8,0.34,1.8
2019,3,24,2.85,6.76,0.27,391.76,55.85,126.29,7.7,0.24,1.26
2019,3,25,4.16,6.92,0.4,378.95,81.09,130.33,10.96,0.34,1.79
2019,3,26,3.99,7.09,0.38,380.18,78.45,134.08,10.91,0.34,1.79
2019,3,27,4.32,7.01,0.41,378.61,83.56,131.87,11.4,0.37,1.91
2019,3,28,3.33,6.9,0.32,385.05,65.98,129.56,9.07,0.29,1.53
2019,3,29,2.73,6.74,0.26,377.98,53.95,125.41,7.16,0.23,1.18
2019,3,30,4.23,6.96,0.41,383.41,82.36,131.08,11.24,0.37,1.91
2019,3,31,3.42,7.02,0.33,384.94,68.52,133.46,9.45,0.3,1.55
2019,4,1,2.76,7.31,0.27,386.68,56.34,139.16,8.29,0.28,1.48
2019,4,2,4.2,7.27,0.4,383.35,82.99,138.37,11.77,0.39,2.05
2019,4,3,3.45,7.23,0.33,369.37,67.02,134.3,9.59,0.32,1.7
2019,4,4,4.23,7.26,0.41,382.23,83.4,136.74,11.85,0.39,2.05
2019,4,5,4.27,7.31,0.41,383.64,84.34,138.6,11.99,0.4,2.1
2019,4,6,4.81,7.23,0.46,366.46,94.08,136.07,13.04,0.43,2.25
2019,4,7,3.95,7.0,0.38,378.53,78.16,131.47,10.68,0.35,1.86
2019,4,8,3.97,6.97,0.38,387.16,77.82,130.24,10.65,0.34,1.79
2019,4,9,4.61,7.35,0.45,385.57,90.88,139.68,12.71,0.41,2.12
2019,4,10,4.25,7.24,0.41,379.27,82.79,136.59,11.8,0.4,2.09
2019,4,11,5.21,7.31,0.5,377.16,101.63,138.66,14.03,0.46,2.48
2019,4,12,4.2,6.63,0.41,398.09,84.43,127.12,11.44,0.37,1.95
2019,4,13,3.96,6.81,0.38,376.6,76.72,126.59,10.52,0.35,1.85
2019,4,14,4.21,7.06,0.41,382.02,81.62,132.75,11.43,0.37,1.94
2019,4,15,3.61,7.13,0.35,381.31,70.92,134.51,10.25,0.34,1.79
2019,4,16,4.93,6.97,0.48,390.02,95.91,132.4,12.99,0.41,2.19
2019,4,17,3.55,7.16,0.34,371.63,69.38,134.98,9.98,0.34,1.74
2019,4,18,4.36,7.2,0.42,379.88,84.79,136.55,12.14,0.4,2.1
2019,4,19,3.29,7.5,0.32,366.95,62.87,140.27,9.42,0.33,1.71
2019,4,20,4.67,7.38,0.45,382.51,91.39,141.45,13.24,0.44,2.27
2019,4,21,4.0,7.23,0.39,377.99,77.23,138.34,11.33,0.38,1.98
2019,4,22,3.74,7.21,0.37,375.52,72.93,136.95,10.78,0.36,1.87
2019,4,23,4.71,7.36,0.46,379.89,92.46,140.86,13.35,0.45,2.35
2019,4,24,4.33,7.4,0.42,385.6,85.4,142.43,12.48,0.41,2.13
2019,4,25,4.47,7.18,0.44,391.12,87.45,137.24,12.42,0.4,2.09
2019,4,26,4.87,7.33,0.48,378.41,94.67,139.64,13.52,0.45,2.32
2019,4,27,4.4,7.16,0.43,383.97,86.75,136.59,12.27,0.4,2.09
2019,4,28,4.36,7.04,0.43,385.37,84.73,135.1,11.93,0.39,2.03
2019,4,29,3.51,7.06,0.34,376.73,67.86,133.44,9.7,0.33,1.73
2019,4,30,4.98,7.22,0.49,369.8,94.52,136.3,13.3,0.44,2.3
2019,5,1,5.49,7.28,0.54,365.39,104.52,137.62,14.6,0.48,2.47
2019,5,2,4.8,7.11,0.48,373.52,92.47,134.55,12.95,0.41,2.15
2019,5,3,3.71,7.02,0.37,374.47,71.2,132.33,10.26,0.34,1.75
2019,5,4,4.17,7.15,0.41,382.68,80.86,136.19,11.65,0.37,1.9
2019,5,5,4.68,7.42,0.47,356.14,89.9,138.74,12.84,0.41,2.13
2019,5,6,3.82,7.08,0.38,378.73,72.97,134.55,10.69,0.34,1.77
2019,5,7,3.76,7.16,0.38,382.63,72.59,137.7,10.67,0.34,1.74
2019,5,8,3.47,7.04,0.34,368.56,66.88,133.3,9.87,0.32,1.64
2019,5,9,3.33,6.74,0.34,385.48,64.52,126.75,9.15,0.31,1.6
2019,5,10,3.85,7.0,0.38,385.37,74.97,133.14,10.84,0.35,1.83
2019,5,11,4.59,7.07,0.46,386.48,90.26,135.3,12.67,0.39,2.03
2019,5,12,4.28,7.19,0.43,377.25,83.38,137.93,12.2,0.39,2.01
2019,5,13,3.25,7.03,0.33,370.99,62.37,133.84,9.26,0.3,1.52
2019,5,14,4.6,6.71,0.46,395.17,90.2,129.81,12.51,0.39,2.02
2019,5,15,4.4,6.87,0.45,380.75,84.41,130.42,11.88,0.38,1.92
2019,5,16,4.52,6.8,0.45,378.84,88.24,129.44,12.17,0.38,1.96
2019,5,17,3.91,6.98,0.4,380.17,75.3,132.2,10.95,0.36,1.85
2019,5,18,4.12,7.18,0.41,378.74,80.66,137.7,11.8,0.38,1.95
2019,5,19,3.55,6.96,0.36,375.35,68.61,132.08,10.05,0.31,1.59
2019,5,20,4.25,6.67,0.43,377.12,81.01,125.4,11.33,0.35,1.81
2019,5,21,4.77,6.74,0.48,354.7,89.88,123.53,12.39,0.38,2.01
2019,5,22,4.56,6.77,0.46,375.66,88.61,128.48,12.37,0.39,2.02
2019,5,23,3.22,6.72,0.33,385.2,62.44,127.57,9.16,0.3,1.52
2019,5,24,4.85,6.94,0.49,360.51,94.12,132.64,13.11,0.41,2.1
2019,5,25,2.8,6.94,0.29,374.23,54.57,131.9,8.22,0.27,1.37
2019,5,26,4.63,6.95,0.48,376.14,89.95,132.27,12.77,0.41,2.07
2019,5,27,4.39,6.92,0.45,382.66,83.79,132.05,12.02,0.37,1.88
2019,5,28,3.28,7.01,0.34,373.31,63.45,133.65,9.44,0.3,1.55
2019,5,29,4.4,6.82,0.45,372.97,85.04,129.45,11.93,0.38,1.92
2019,5,30,3.45,6.67,0.35,389.66,67.48,128.83,9.77,0.3,1.55
2019,5,31,3.92,6.89,0.41,377.59,76.51,131.39,11.06,0.36,1.87
2019,6,1,3.64,6.73,0.38,380.28,69.82,127.26,10.06,0.32,1.62
2019,6,2,4.93,6.78,0.51,375.53,95.88,129.32,13.1,0.39,2.03
2019,6,3,3.93,6.58,0.41,373.69,75.05,123.76,10.43,0.32,1.62
2019,6,4,4.77,6.79,0.49,375.41,91.14,128.15,12.67,0.38,1.95
2019,6,5,4.55,6.81,0.47,374.62,89.01,129.91,12.56,0.38,1.97
2019,6,6,3.89,6.88,0.41,357.84,72.87,127.08,10.49,0.34,1.75
2019,6,7,3.25,6.78,0.34,381.67,63.16,128.7,9.27,0.31,1.62
2019,6,8,4.59,6.71,0.48,377.5,89.27,127.74,12.27,0.38,1.98
2019,6,9,4.14,6.69,0.43,368.49,79.55,126.98,11.12,0.34,1.75
2019,6,10,4.03,6.82,0.42,383.85,77.95,130.16,11.2,0.36,1.84
2019,6,11,4.26,6.86,0.44,385.54,82.72,131.13,11.82,0.38,1.96
2019,6,12,4.07,6.7,0.42,386.16,79.9,127.86,11.25,0.35,1.8
2019,6,13,3.88,6.78,0.41,381.77,75.52,128.91,10.73,0.34,1.75
2019,6,14,4.11,6.81,0.43,382.49,79.2,130.14,11.37,0.37,1.88
2019,6,15,4.15,6.6,0.43,390.58,80.48,126.62,11.21,0.35,1.78
2019,6,16,4.33,6.65,0.45,377.09,82.93,125.68,11.53,0.35,1.8
2019,6,17,4.54,6.65,0.47,370.75,87.91,126.34,12.05,0.36,1.86
2019,6,18,4.15,6.74,0.43,373.58,79.98,127.55,11.23,0.35,1.79
2019,6,19,2.72,6.8,0.28,373.43,52.73,128.98,7.77,0.25,1.29
2019,6,20,4.22,6.69,0.44,375.85,80.2,126.81,11.25,0.34,1.76
2019,6,21,3.02,6.57,0.31,372.75,57.91,123.41,8.3,0.27,1.35
2019,6,22,4.3,6.89,0.45,351.19,80.16,127.63,11.46,0.36,1.81
2019,6,23,3.38,6.51,0.35,372.85,64.31,121.72,9.16,0.28,1.45
2019,6,24,3.9,6.74,0.41,381.13,75.96,129.08,10.95,0.34,1.74
2019,6,25,4.1,6.76,0.43,360.86,79.9,128.93,11.39,0.36,1.85
2019,6,26,4.85,6.77,0.51,372.61,94.61,129.8,12.97,0.39,2.05
2019,6,27,4.72,6.87,0.49,378.57,91.85,131.81,12.77,0.38,1.98
2019,6,28,3.89,6.63,0.41,382.57,74.07,125.59,10.47,0.31,1.59
2019,6,29,4.34,6.82,0.45,377.31,81.84,128.52,11.64,0.36,1.81
2019,6,30,3.75,6.7,0.39,372.38,71.39,126.61,10.23,0.3,1.55
2019,7,1,3.47,6.49,0.36,395.64,68.66,125.31,9.7,0.29,1.49
2019,7,2,4.17,6.55,0.43,381.38,80.9,123.67,11.2,0.35,1.79
2019,7,3,4.45,6.83,0.46,379.52,86.65,130.72,12.28,0.39,2.02
2019,7,4,4.47,6.87,0.46,373.45,86.73,131.22,12.18,0.38,1.95
2019,7,5,4.51,6.76,0.47,379.78,87.1,129.19,12.3,0.38,1.96
2019,7,6,5.53,6.84,0.57,364.73,106.51,130.34,14.45,0.44,2.27
2019,7,7,4.36,6.81,0.45,370.32,82.12,127.88,11.63,0.37,1.88
2019,7,8,4.2,6.83,0.44,373.65,80.61,129.8,11.53,0.37,1.87
2019,7,9,4.55,6.88,0.47,365.09,86.41,129.53,12.05,0.37,1.88
2019,7,10,4.49,6.74,0.47,374.33,86.23,127.83,11.89,0.36,1.84
2019,7,11,4.8,6.75,0.5,365.56,91.78,127.13,12.56,0.38,1.91
2019,7,12,4.49,6.63,0.46,371.49,86.29,125.23,11.84,0.36,1.84
2019,7,13,3.98,6.89,0.41,380.95,76.98,131.11,11.09,0.35,1.79
2019,7,14,3.96,6.79,0.41,383.62,75.77,128.58,10.84,0.33,1.66
2019,7,15,4.24,6.95,0.44,378.79,81.92,131.39,11.7,0.36,1.84
2019,7,16,4.93,6.89,0.51,366.28,94.38,130.29,13.14,0.41,2.08
2019,7,17,5.05,6.6,0.52,378.17,98.17,126.43,13.05,0.38,2.01
2019,7,18,4.72,6.8,0.48,371.27,88.85,127.53,12.37,0.38,1.95
2019,7,19,4.46,6.88,0.46,381.78,85.69,130.49,12.13,0.38,1.95
2019,7,20,4.65,6.81,0.48,379.51,89.19,129.09,12.48,0.38,1.99
2019,7,21,4.55,6.81,0.47,374.37,86.15,128.8,12.12,0.38,1.93
2019,7,22,3.7,6.78,0.38,377.45,70.3,128.17,10.11,0.33,1.68
2019,7,23,3.37,6.6,0.34,375.79,64.6,123.53,9.16,0.3,1.52
2019,7,24,4.03,7.1,0.41,363.84,76.89,132.66,11.22,0.38,1.94
2019,7,25,3.82,6.88,0.39,378.99,73.52,129.84,10.46,0.34,1.75
2019,7,26,4.78,6.68,0.48,374.29,91.63,126.27,12.41,0.38,1.96
2019,7,27,4.5,6.84,0.46,366.66,86.29,128.52,11.91,0.38,1.95
2019,7,28,4.49,6.89,0.45,369.84,85.98,129.83,11.92,0.37,1.88
2019,7,29,4.79,6.78,0.48,375.74,91.45,127.43,12.55,0.39,2.01
2019,7,30,4.15,6.73,0.42,389.9,80.02,126.15,11.02,0.34,1.77
2019,7,31,4.57,6.92,0.46,378.61,87.51,130.27,12.07,0.38,1.91
2019,8,1,4.65,6.94,0.47,370.25,88.82,131.48,12.32,0.37,1.9
2019,8,2,4.03,6.64,0.41,388.87,79.45,127.99,10.92,0.33,1.68
2019,8,3,3.61,6.91,0.37,382.57,69.74,130.37,9.99,0.32,1.63
2019,8,4,4.06,6.64,0.41,375.62,77.0,123.23,10.47,0.33,1.68
2019,8,5,5.32,6.82,0.54,361.83,100.77,127.95,13.59,0.41,2.18
2019,8,6,4.83,6.83,0.48,369.23,91.51,128.28,12.55,0.39,2.03
2019,8,7,4.35,6.74,0.44,380.3,82.55,125.23,11.26,0.35,1.83
2019,8,8,3.92,6.41,0.39,379.25,75.11,118.45,10.03,0.31,1.62
2019,8,9,4.34,6.62,0.44,358.59,80.85,119.88,10.84,0.34,1.73
2019,8,10,4.91,6.99,0.49,371.15,94.13,131.7,12.91,0.4,2.05
2019,8,11,4.39,7.07,0.44,379.59,86.55,135.09,12.26,0.39,2.0
2019,8,12,4.89,7.06,0.48,364.14,93.84,133.02,13.02,0.41,2.16
2019,8,13,4.21,6.86,0.42,370.25,81.07,128.71,11.27,0.36,1.85
